,aid,view,danmaku,reply,favorite,coin,share
4681,7529,1665,131,18,52,3,0
4682,7534,5059,364,16,41,1,0
4683,7532,1320,87,11,13,0,0
4684,7536,3084,1589,21,25,0,2
4685,7537,2747,163,16,7,0,0
4686,7538,689,35,9,4,0,0
4687,7539,-1,268,16,17,0,0
4688,7540,90361,3417,96,1304,59,5
4689,7542,2439,69,5,4,0,0
4690,7543,1141,195,4,1,0,1
4691,7546,4335,137,15,7,0,0
4692,7544,17165,2350,38,107,17,0
4693,7552,25874,413,26,265,13,8
4694,7553,7582,459,9,21,4,1
4695,7554,5939,131,24,15,1,0
4696,7559,377,33,8,3,0,0
4697,7560,7607,648,24,35,0,1
4698,7555,1567,52,11,6,1,0
4699,7567,2541,83,6,6,0,0
4700,7562,1597,20,6,2,0,0
4701,7566,9024,609,51,104,5,1
4702,7569,2235,43,21,13,0,0
4703,7565,219772,4977,485,2983,188,356
4704,7568,873,14,6,3,0,0
4705,7574,206,98,37,31,2,0
4706,7576,878,10,5,3,0,0
4707,7581,1687,34,11,4,0,0
4708,7582,1397,8,4,4,2,0
4709,7579,497,9,5,3,0,0
4710,7584,2280,151,48,26,0,0
4711,7572,1816,256,19,5,0,0
4712,7583,1403,21,6,14,2,0
4713,7585,-1,2297,79,14,0,0
4714,7588,9634,204,74,222,13,6
4715,7587,1677,590,8,2,2,0
4716,7593,1677,133,21,57,7,1
4717,7590,771,154,7,2,0,1
4718,7592,4083,282,22,10,0,1
4719,7548,1715,107,8,5,0,0
4720,7541,1840,44,70,15,0,0
4721,7595,53,61,14,2,0,0
4722,7597,627,26,5,4,0,1
4723,7602,6749,12,8,18,0,1
4724,7598,758,13,1,1,0,0
4725,7596,1190,82,4,7,0,0
4726,7600,1104,20,5,1,0,0
4727,7601,1716,219,6,1,0,0
4728,7594,664,72,11,11,0,0
4729,7591,924,22,10,19,1,1
4730,7604,2222,32,6,5,0,0
4731,7599,16040,1368,40,80,6,0
4732,7606,6439,348,72,17,0,0
4733,7551,37,18,8,7,1,2
4734,7608,1857,73,14,21,0,1
4735,7614,5611,343,9,6,0,0
4736,7610,12592,299,152,252,30,3
4737,7611,207,43,5,11,0,2
4738,7615,4430,87,19,11,0,1
4739,7613,1840,82,7,19,0,0
4740,7616,3735,100,18,13,0,0
4741,7612,1568,40,10,5,0,0
4742,7617,6677,182,8,32,0,1
4743,7621,2895,84,29,50,1,0
4744,7619,1690,44,17,6,0,0
4745,7620,-1,27,9,2,0,0
4746,7622,-1,121,32,83,7,3
4747,7626,1912,87,6,6,0,1
4748,7628,61198,4308,191,615,101,55
4749,7633,2195,64,17,11,0,1
4750,7603,755,75,10,5,0,0
4751,7631,4586,384,26,14,5,1
4752,7634,7404,104,6,9,0,1
4753,7635,1346,65,11,17,3,1
4754,7636,2661,155,15,4,0,0
4755,7632,16,14,6,0,0,0
4756,7637,3076,297,19,23,0,1
4757,7641,2843,759,9,3,0,0
4758,7640,1111,25,7,11,0,0
4759,7643,144,250,19,26,2,0
4760,7639,15698,780,59,127,6,5
4761,7647,8584,99,41,214,13,6
4762,7645,1082,141,5,1,0,0
4763,7649,5400,104,12,7,1,1
4764,7646,929,24,4,6,0,2
4765,7656,15,10,1,1,0,0
4766,7659,1835,81,14,41,2,0
4767,7662,595,10,7,4,0,0
4768,7665,1822,59,7,32,2,2
4769,7669,2609,124,5,9,0,1
4770,7663,20810,1054,104,121,4,7
4771,7672,1066,88,3,2,0,0
4772,7673,2792,205,31,11,0,0
4773,7675,971,20,12,15,0,0
4774,7680,-1,869,518,1578,237,62
4775,7681,728,145,8,14,1,1
4776,7687,13597,1724,35,149,8,0
4777,7678,12360,176,41,72,2,0
4778,7690,558,24,4,5,0,0
4779,7686,-1,128,27,89,6,0
4780,7685,12300,1143,19,82,7,0
4781,7682,2349,104,5,13,1,2
4782,7689,-1,115,28,46,2,0
4783,7688,69,11,6,6,0,0
4784,7694,21976,1055,83,232,3,3
4785,7695,1501,19,8,4,1,0
4786,7698,1573,98,5,2,0,0
4787,7699,482,2,1,1,0,0
4788,7701,1255,68,3,5,0,0
4789,7703,8100,440,17,25,1,1
4790,7705,1757,82,18,1,0,0
4791,7704,575,23,6,3,0,0
4792,7708,-1,1143,62,204,14,6
4793,7709,4127,48,15,40,4,0
4794,7706,12172,1064,40,100,8,4
4795,7702,3281,446,13,8,0,0
4796,7716,1093,43,3,3,0,1
4797,7710,1828,56,2,21,3,0
4798,7712,4793,170,29,23,4,1
4799,7713,4366,114,51,25,3,2
4800,7719,900,45,7,9,0,1
4801,7707,993,46,4,1,0,0
4802,7720,56528,1191,177,806,89,35
4803,7723,1111,33,11,5,1,0
4804,7734,-1,291,22,33,1,0
4805,7728,3215,121,7,19,0,3
4806,7732,518,4,4,4,0,0
4807,7727,747,10,4,1,0,0
4808,7726,21120,1261,96,216,17,6
4809,7731,573,7,6,8,0,0
4810,7735,9208,100,121,19,1,0
4811,7745,5989,278,35,38,3,5
4812,7752,2661,73,11,32,0,0
4813,7741,1513,55,3,7,1,0
4814,7753,2567,156,18,12,0,0
4815,7754,1751,112,20,25,1,0
4816,7749,1560,92,17,3,0,0
4817,7750,9728,1227,25,5,0,0
4818,7756,858,55,7,1,0,0
4819,7755,3216,68,31,122,28,5
4820,7744,474,24,2,1,2,0
4821,7759,5190,262,35,23,3,0
4822,7760,1682,32,11,25,2,0
4823,7761,8808,217,25,72,2,7
4824,7762,1205,110,9,15,0,0
4825,7765,17771,511,52,67,2,1
4826,7768,1934,189,20,11,0,0
4827,7769,699,39,1,6,0,3
4828,7767,-1,832,31,158,1,2
4829,7782,12809,1581,29,90,5,0
4830,7777,6581,115,42,92,4,6
4831,7770,1271,52,4,1,0,0
4832,7779,10826,100,31,9,0,0
4833,7781,1136,26,6,3,0,1
4834,7784,1044,25,5,3,0,1
4835,7778,3711,72,11,6,0,0
4836,7772,1648,32,7,4,1,0
4837,7785,1333,57,6,10,0,0
4838,7775,717,45,5,4,0,0
4839,7788,6312,110,31,13,0,2
4840,7783,2209,89,16,38,1,1
4841,7787,4975,235,7,6,2,0
4842,7791,736,6,5,4,0,0
4843,7786,2441,101,5,5,1,0
4844,7793,23472,2112,52,113,4,0
4845,7792,8806,135,45,70,10,3
4846,7790,10238,103,35,36,0,5
4847,7795,-1,91,26,50,1,2
4848,7800,581,12,4,4,0,0
4849,7799,6324,254,26,59,1,0
4850,7796,2850,100,7,1,2,0
4851,7802,1764,161,14,3,0,1
4852,7797,-1,4,2,8,0,1
4853,7798,2988,84,6,6,0,2
4854,7803,1743,38,12,1,0,0
4855,7804,551,23,7,2,0,0
4856,7805,1381,102,3,5,2,1
4857,7808,4087,1001,19,6,0,0
4858,7807,4271,207,10,10,2,0
4859,7809,27422,425,30,577,21,51
4860,7817,25084,1027,96,601,9,1
4861,7812,2175,101,12,15,0,1
4862,7815,1135,76,14,6,0,1
4863,7816,3084,281,11,2,0,0
4864,7819,24876,693,67,434,11,7
4865,7818,2933,24,12,5,0,0
4866,7820,20094,225,59,507,27,5
4867,7824,7541,1027,87,11,0,0
4868,7825,4031,251,19,16,0,0
4869,7826,892,37,6,5,1,0
4870,7830,810,30,4,11,0,0
4871,7829,3777,189,22,12,0,0
4872,7832,31699,731,108,565,58,51
4873,7828,1974,49,9,13,0,1
4874,7835,1549,64,7,1,0,0
4875,7834,1732,193,7,4,0,0
4876,7833,3501,240,3,2,0,0
4877,7831,897,8,0,1,0,0
4878,7836,33399,1082,48,135,4,83
4879,7842,5683,242,6,13,1,0
4880,7840,91641,2052,117,83,24,0
4881,7837,1752,68,15,1,0,2
4882,7838,1503,66,3,1,0,0
4883,7839,8121,628,8,15,5,1
4884,7841,3672,89,27,5,0,0
4885,7847,1957,39,5,28,1,4
4886,7846,1411,179,12,14,1,0
4887,7850,1548,61,2,1,0,0
4888,7843,1943,75,7,14,0,1
4889,7849,2905,291,10,4,0,0
4890,7851,859,3,2,2,0,0
4891,7845,1090,24,6,5,0,0
4892,7848,15318,419,18,179,2,1
4893,7852,1083,24,6,1,0,0
4894,7854,14315,1008,31,81,6,0
4895,7859,2411,668,7,5,0,1
4896,7864,4737,221,29,0,0,0
4897,7860,14872,102,17,42,3,14
4898,7863,2851,79,7,15,2,1
4899,7865,4306,241,19,11,1,1
4900,7867,1483,39,6,6,1,0
4901,7869,2923,868,24,9,0,0
4902,7870,1189,35,14,4,0,0
4903,7868,1270,33,5,3,0,0
4904,7877,3807,995,35,12,0,0
4905,7872,3048,244,22,4,1,0
4906,7886,1109,76,17,11,0,0
4907,7885,993,19,3,2,0,0
4908,7881,2457,107,6,2,0,0
4909,7884,6424,180,16,72,5,1
4910,7887,1437,200,20,6,0,1
4911,7892,5504,326,26,9,0,1
4912,7890,1082,24,10,7,0,0
4913,7889,2897,86,17,15,2,1
4914,7894,8379,1127,37,46,3,4
4915,7895,1800,47,15,14,3,0
4916,7899,6361,1488,5,23,3,1
4917,7903,714,5,7,3,1,0
4918,7901,34275,819,60,264,14,12
4919,7898,2452,84,9,23,4,3
4920,7900,11818,344,63,184,11,1
4921,7905,728,0,3,3,2,0
4922,7902,5005,50,23,47,3,0
4923,7909,1202,40,4,2,2,1
4924,7910,4037,220,25,8,2,0
4925,7907,1788,268,9,24,1,0
4926,7908,1268,22,5,6,1,0
4927,7906,1680,27,11,2,1,1
4928,7904,1109,34,5,8,2,0
4929,7911,2380,138,10,18,4,0
4930,7914,4799,138,5,114,5,5
4931,7912,27227,151,33,57,7,0
4932,7916,1559,252,13,10,0,0
4933,7915,15128,2781,58,98,1,4
4934,7924,21041,2034,23,7,3,1
4935,7920,5202,233,26,29,0,1
4936,7923,1848,133,10,4,0,0
4937,7929,890,7,0,2,0,1
4938,7925,3075,806,17,5,1,0
4939,7927,3698,223,9,17,0,0
4940,7926,1400,78,7,7,0,0
4941,7933,1444,59,12,17,2,3
4942,7934,14065,1140,24,76,5,0
4943,7931,1154,24,7,15,0,0
4944,7932,3261,117,17,9,0,0
4945,7935,949,11,5,1,0,0
4946,7940,9426,152,17,20,0,0
4947,7946,-1,271,60,226,14,2
4948,7939,1157,30,10,3,0,0
4949,7942,808,19,5,1,0,0
4950,7938,722,14,8,8,1,0
4951,7948,15294,158,33,460,3,2
4952,7945,3939,243,25,27,0,0
4953,7953,4455,66,17,12,1,0
4954,7955,1069,31,6,1,0,0
4955,7954,1193,471,7,2,0,1
4956,7956,2430,116,7,19,0,0
4957,7960,2020,177,14,2,0,0
4958,7967,2582,100,14,15,0,0
4959,7963,-1,6707,123,447,16,1
4960,7962,8063,451,10,114,5,2
4961,7966,2003,192,20,2,0,2
4962,7970,3239,164,39,17,0,0
4963,7973,4655,151,23,57,1,1
4964,7971,1434,8,7,11,0,0
4965,7975,1207,42,21,61,4,0
4966,7974,5839,370,21,25,1,0
4967,7976,3028,107,21,1,0,0
4968,7977,45058,3609,171,389,21,10
4969,7982,9950,499,38,38,5,2
4970,7979,1036,63,11,13,0,0
4971,7980,510,4,6,7,0,0
4972,7983,740,14,3,5,0,0
4973,7985,2742,60,24,6,1,3
4974,7986,8767,1055,43,73,3,1
4975,7988,4934,81,25,5,0,0
4976,7989,1088,30,11,7,0,0
4977,7993,7826,373,11,8,1,0
4978,7994,5266,123,12,5,2,0
4979,7996,85514,2911,579,1312,148,22
4980,7995,4400,83,12,10,0,0
4981,8001,871,83,8,11,1,0
4982,8011,4044,682,17,22,1,1
4983,8009,7364,406,37,14,0,1
4984,8012,1838,29,15,13,1,1
4985,8014,62551,1929,33,27,28,2
4986,8015,2980,100,7,10,0,0
4987,8017,570,13,5,6,0,0
4988,8016,1050,107,12,13,0,0
4989,8019,2308,107,20,16,0,2
4990,8018,1241,15,15,28,1,0
4991,8023,2960,90,9,6,0,0
4992,8022,938,110,4,0,0,0
4993,8026,19220,1941,59,146,6,0
4994,8024,3502,468,14,9,1,0
4995,8030,1314,34,6,11,1,0
4996,8036,3202,176,18,1,0,1
4997,8033,1842,108,15,7,0,0
4998,8028,25928,947,117,28,1,1
4999,8035,-1,33,11,4,0,0
5000,8038,1569,66,9,15,0,0
5001,8041,-1,83,19,17,0,0
5002,8037,5403,231,7,8,1,0
5003,8029,26342,1328,90,233,13,4
5004,8042,339,4,1,1,0,0
5005,8043,3444,257,8,5,0,1
5006,8044,681,25,15,10,0,0
5007,8047,41717,745,19,187,12,130
5008,8049,713,8,2,6,1,0
5009,8054,2058,520,15,5,0,0
5010,7126,1559,87,4,46,1,1
5011,8051,19479,891,15,26,7,1
5012,8053,-1,104,23,82,3,3
5013,8057,8148,134,51,65,0,1
5014,8058,1307,121,10,5,1,1
5015,8062,24017,1263,34,17,8,0
5016,8064,1541,112,22,5,2,0
5017,8060,1792,71,7,3,0,0
5018,8066,3652,139,14,23,0,0
5019,8063,6485,653,42,44,2,0
5020,8073,13908,1326,51,103,0,0
5021,8077,885,152,9,11,1,0
5022,8074,2415,38,11,56,5,2
5023,8079,3614,94,12,3,0,0
5024,8083,1126,217,11,12,1,0
5025,8084,720,87,10,10,0,0
5026,8082,3876,143,16,16,0,0
5027,8085,2361,277,12,5,0,1
5028,8087,140221,7377,85,647,123,120
5029,8086,1925,151,30,19,2,0
5030,8089,-1,477,107,50,0,0
5031,8092,1123,44,4,1,0,0
5032,8088,1260,568,14,7,0,0
5033,8093,694,16,24,0,0,0
5034,8096,1092,18,3,12,2,0
5035,8091,5010,573,44,25,1,0
5036,8095,5459,475,55,84,2,0
5037,8104,105660,7880,108,1392,57,10
5038,8094,7730,172,124,65,14,0
5039,8100,1799,28,14,1,0,1
5040,8101,574,9,4,1,1,0
5041,8103,3263,75,8,3,0,0
5042,8107,3749,188,24,30,0,1
5043,8109,1221,28,8,16,0,0
5044,8108,5201,54,8,5,1,0
5045,8110,3346,187,12,4,0,0
5046,8111,2534,29,8,17,0,3
5047,8112,1043,7,3,3,0,0
5048,8113,8058,1026,17,11,4,0
5049,8118,64620,2316,128,1086,75,147
5050,8116,1360,205,4,5,0,0
5051,8123,6497,65,48,9,0,0
5052,8115,3834,134,15,7,0,0
5053,8117,1104,10,4,2,0,1
5054,8124,817,101,4,1,0,1
5055,8126,35778,527,60,521,19,4
5056,8129,1358,263,7,5,0,0
5057,8131,12438,803,29,118,8,0
5058,8127,2208,79,8,6,2,1
5059,8132,4157,254,4,6,1,0
5060,8136,4110,92,15,14,5,1
5061,8135,11776,501,56,96,0,0
5062,8139,2958,1056,15,7,0,1
5063,8137,-1,181,5,37,0,1
5064,8138,2433,50,17,8,0,0
5065,8140,942,93,3,8,0,0
5066,8142,4246,167,24,24,6,0
5067,8141,11410,288,33,76,4,3
5068,8144,1735,44,26,5,1,0
5069,8146,6141,271,45,48,0,0
5070,8147,5133,398,73,69,10,3
5071,8145,3424,173,21,23,0,0
5072,8151,10794,835,24,28,2,0
5073,8159,759,119,8,1,0,0
5074,8157,1631,131,17,3,0,0
5075,8161,1449,26,3,8,1,0
5076,8158,9842,121,24,88,5,1
5077,8154,3712,611,15,17,0,0
5078,8165,10813,2340,34,34,2,1
5079,8160,5840,500,28,20,0,2
5080,8170,1709,66,46,35,0,0
5081,8162,4608,264,17,24,1,0
5082,8171,6539,206,26,38,2,1
5083,8169,1317,86,22,26,0,0
5084,8176,2490,41,6,3,0,0
5085,8174,714,46,1,3,0,0
5086,8175,12749,2255,19,77,11,1
5087,8180,6954,429,21,16,0,1
5088,8181,8021,285,27,48,0,0
5089,8189,1565,166,5,2,0,1
5090,8184,6570,226,8,25,1,1
5091,8194,3492,154,12,19,0,0
5092,8196,783,40,4,2,0,0
5093,8195,7519,668,15,23,0,2
5094,8192,3884,220,23,16,0,0
5095,8191,1253,32,5,2,0,0
5096,8193,3675,177,26,16,1,1
5097,8197,658,6,5,4,0,0
5098,8190,2701,43,5,19,5,1
5099,8202,1222,14,12,15,0,0
5100,8201,5791,459,19,2,0,1
5101,8203,2882,63,4,4,0,1
5102,8204,1102,12,6,5,0,1
5103,8206,1780,97,4,3,1,0
5104,8205,4248,191,28,19,2,1
5105,8209,8130,339,20,46,8,5
5106,8207,10169,92,30,174,6,6
5107,8210,5405,653,34,8,0,0
5108,8211,1122,22,4,3,0,0
5109,8214,7933,211,19,86,6,3
5110,8212,3219,263,8,29,3,0
5111,8215,5409,81,20,27,2,0
5112,8216,3603,72,5,12,1,1
5113,8219,426876,0,3274,1156,74,5
5114,8221,-1,31,5,6,0,0
5115,8225,1495,52,14,21,3,0
5116,8223,6609,136,45,330,10,21
5117,8231,1314,9,8,11,0,0
5118,8234,4123,96,22,31,1,0
5119,8224,637,15,5,6,0,0
5120,8227,16154,541,77,427,14,13
5121,8226,1126,8,9,8,1,0
5122,8228,1209,7,2,14,5,2
5123,8235,17232,875,67,90,1,7
5124,8232,7274,174,21,94,8,6
5125,8239,12369,208,43,121,16,2
5126,8238,7292,1324,34,152,6,0
5127,8241,1782,93,15,13,0,0
5128,8237,2518,21,7,20,1,0
5129,8246,1246,48,10,2,0,0
5130,8245,6644,224,31,75,2,7
5131,8251,913,13,7,11,1,0
5132,8249,-1,85,48,65,0,0
5133,8257,9351,279,18,49,2,2
5134,8255,1991,67,13,8,0,0
5135,8252,3224,148,17,19,2,0
5136,8256,61073,1067,172,1184,101,22
5137,8263,2132,101,11,5,0,0
5138,8260,5197,176,24,28,5,0
5139,8262,1589,27,6,9,3,0
5140,8267,3172,58,11,33,2,0
5141,8264,1360,150,8,1,0,0
5142,8269,-1,125,28,12,1,1
5143,8270,15422,1987,54,87,12,14
5144,8271,3931,141,26,65,1,0
5145,8274,2100,52,15,13,2,2
5146,8276,-1,61,8,5,1,0
5147,8278,1487,15,6,13,1,0
5148,8277,1175,27,4,3,0,0
5149,8280,592,9,2,1,0,0
5150,8282,2291,145,17,11,0,0
5151,8286,18755,2003,35,69,8,10
5152,8285,4682,218,13,19,6,1
5153,8287,5733,69,13,18,2,1
5154,8289,11651,1295,57,223,1,0
5155,8295,644,62,5,7,0,1
5156,8293,794,32,14,17,2,1
5157,8296,-1,132,31,59,9,5
5158,8301,29105,864,14,133,1,1
5159,8304,2106,55,6,17,0,0
5160,8302,418,4,1,1,0,0
5161,8307,18725,1500,166,65,0,0
5162,8306,4966,1304,46,69,3,0
5163,8309,3140,314,14,17,0,0
5164,8312,1629,44,8,4,0,0
5165,8310,9055,476,33,102,11,4
5166,8313,2647,116,11,9,0,1
5167,8323,-1,21,7,3,0,0
5168,8324,-1,53,9,5,0,1
5169,8329,26793,497,90,72,0,0
5170,8321,3113,165,7,10,0,0
5171,8326,1426,34,8,9,0,0
5172,8327,5085,230,23,28,0,0
5173,8330,12767,151,28,26,2,1
5174,8325,37877,2882,93,637,21,3
5175,8332,20047,3755,51,153,26,16
5176,8331,1964,117,32,13,5,1
5177,8335,4897,54,19,32,0,0
5178,8340,4213,247,13,49,0,1
5179,8338,3612,682,21,9,1,0
5180,8339,2095,83,3,15,0,3
5181,8346,31051,1013,95,91,5,5
5182,8349,11918,113,37,121,15,0
5183,8352,11909,455,64,215,14,14
5184,8351,3189,267,32,21,0,0
5185,8353,25753,547,84,192,7,2
5186,8350,4852,1009,20,41,1,1
5187,8358,1532,16,4,1,0,0
5188,8359,4154,93,25,28,1,0
5189,8356,2335,235,9,2,0,1
5190,8355,1493,72,6,10,0,0
5191,8362,2616,182,16,25,0,0
5192,8366,7534,532,9,5,3,0
5193,8357,20914,557,40,127,0,0
5194,8361,1443,35,11,20,1,0
5195,8363,13256,246,69,335,28,7
5196,8364,1199,76,4,1,0,0
5197,8365,2669,116,9,1,0,0
5198,8368,7578,967,23,92,0,1
5199,8371,92738,2277,69,93,24,1
5200,8367,10700,347,19,200,36,32
5201,8374,6284,494,62,27,0,3
5202,8369,4862,3,18,9,0,0
5203,8370,4928,260,15,3,0,0
5204,8372,1588,105,11,3,0,0
5205,8375,3278,172,12,10,0,0
5206,8376,2303,108,14,6,0,2
5207,8377,17356,936,43,109,9,15
5208,8380,982,46,6,13,3,0
5209,8378,57811,5545,146,387,21,47
5210,8379,616,21,3,2,0,0
5211,8384,2166,42,8,5,0,3
5212,8382,2758,74,14,34,0,0
5213,8385,10355,1800,33,38,8,5
5214,8389,939,21,4,1,0,0
5215,8388,13186,600,102,220,7,1
5216,8392,1237,594,10,3,0,0
5217,8396,2866,339,31,31,1,1
5218,8399,2539,397,17,12,0,0
5219,8402,31120,1042,54,67,5,3
5220,8400,4912,97,12,46,4,0
5221,8407,2111,87,12,1,0,0
5222,8406,4104,281,29,12,0,2
5223,8403,3060,47,9,4,0,0
5224,8405,2707,37,7,20,0,1
5225,8409,1319,14,5,3,0,0
5226,8408,2076,146,16,5,3,0
5227,8413,4848,336,26,5,1,0
5228,8417,8474,318,34,139,17,18
5229,8422,3315,166,3,15,1,1
5230,8421,3908,564,19,6,1,0
5231,8418,4993,257,50,49,3,0
5232,8420,1049,146,12,6,0,1
5233,8428,4497,217,24,20,1,1
5234,8431,1365,10,3,7,0,0
5235,8439,1205,52,4,9,0,0
5236,8441,851,18,11,5,0,0
5237,8436,1003,64,7,3,0,0
5238,8442,1289,28,1,1,0,0
5239,8445,1874,93,6,2,0,0
5240,8444,4737,206,26,13,0,0
5241,8447,1438,4,3,28,0,0
5242,8449,4826,620,16,28,2,0
5243,8452,1407,5,11,10,1,0
5244,8453,3714,559,19,7,1,0
5245,8458,1454,92,20,2,0,0
5246,8454,1488,18,12,14,0,0
5247,8457,10180,269,35,102,8,3
5248,8459,2241,183,27,24,0,1
5249,8455,-1,100,13,25,1,0
5250,8456,5926,610,22,72,0,0
5251,8462,1911,48,9,17,1,0
5252,8461,347,1,3,1,0,1
5253,8465,1115,32,6,8,2,0
5254,8467,3327,50,8,8,0,0
5255,8472,1576,190,16,13,0,0
5256,8470,1463,101,12,3,0,0
5257,8469,12661,518,37,444,16,4
5258,8471,11278,1527,26,43,3,7
5259,8474,1708,40,6,0,0,0
5260,8473,2285,14,8,3,1,0
5261,8475,4680,260,31,9,0,0
5262,8476,52504,438,93,763,54,20
5263,8478,3148,93,5,20,1,0
5264,8477,17060,742,5,18,1,2
5265,8483,1165,47,14,3,3,0
5266,8485,9039,235,26,267,19,6
5267,8482,1996,177,11,5,0,0
5268,8492,5777,334,38,80,5,0
5269,8491,8217,443,15,11,0,1
5270,8490,1246,124,6,1,0,0
5271,8487,667,47,8,9,1,0
5272,8488,1523,88,19,15,1,1
5273,8497,-1,46,10,6,0,0
5274,8494,755,13,18,13,0,0
5275,8495,1141,53,17,29,0,0
5276,8493,3430,314,11,20,2,0
5277,8498,1467,53,6,41,3,0
5278,8500,20419,1309,60,54,3,0
5279,8499,2017536,36450,5309,60825,7856,10709
5280,8501,3868,92,13,31,0,2
5281,8502,3510,228,21,55,2,0
5282,8506,73291,3193,134,82,52,3
5283,8512,3498,155,12,6,0,0
5284,8516,985,32,14,11,0,0
5285,8514,5234,441,21,29,2,0
5286,8519,2144,229,10,10,0,0
5287,8520,1134,33,5,2,0,0
5288,8522,5770,79,13,4,0,1
5289,8518,3013,86,7,38,2,1
5290,8523,2458,87,14,15,1,1
5291,8525,122792,27808,346,794,75,32
5292,8526,13328,265,31,120,6,9
5293,8527,3334,38,10,6,0,1
5294,8530,5887,238,13,46,0,0
5295,8537,22559,1292,33,26,12,2
5296,8535,1678,77,12,1,1,0
5297,8539,1902,410,5,6,0,0
5298,8545,7669,398,15,72,3,2
5299,8540,4380,62,19,17,1,0
5300,8542,3237,69,24,3,0,0
5301,8543,4198,204,8,6,2,0
5302,8550,6315,94,47,27,0,0
5303,8549,1164,191,3,1,0,0
5304,8551,27225,1284,32,88,17,21
5305,8554,2588,116,10,12,1,0
5306,8552,2612,169,7,27,0,1
5307,8558,1104,168,3,1,0,0
5308,8556,8106,742,19,5,0,2
5309,8557,859,20,6,9,1,0
5310,8553,610,19,2,1,0,0
5311,8559,29971,4214,52,286,14,3
5312,8566,1271,45,12,23,0,0
5313,8564,2234,85,7,28,1,0
5314,8563,1157,493,13,13,0,1
5315,8565,859,18,4,7,0,1
5316,8562,3703,258,13,2,1,0
5317,8569,5550,827,55,84,1,1
5318,8567,240062,285,55,887,42,16
5319,8568,29045,751,92,384,50,8
5320,8575,5949,332,54,45,5,1
5321,8574,6660,866,12,22,6,2
5322,8578,594,19,0,4,1,1
5323,8577,883,16,6,7,0,0
5324,8585,815,33,2,5,0,0
5325,8588,2092,239,17,4,1,0
5326,8591,1207,510,9,7,0,0
5327,8589,1877,15,9,16,1,0
5328,8587,2031,132,10,4,0,0
5329,8594,1113,36,1,7,1,0
5330,8597,595,68,6,9,0,0
5331,8598,2083,91,3,47,1,0
5332,8600,11417,338,53,106,21,2
5333,8601,1144,55,9,10,0,0
5334,8602,1631,49,8,6,0,0
5335,8604,1179,25,6,20,1,0
5336,8613,643,35,6,2,0,1
5337,8620,1957,199,11,2,0,0
5338,8626,1838,185,12,34,0,0
5339,8625,714,53,7,9,1,0
5340,8632,693,29,4,1,0,0
5341,8630,3728,293,6,4,0,0
5342,8622,860,15,11,18,0,0
5343,8634,1766,46,6,7,0,0
5344,8637,6057,590,19,46,0,2
5345,8638,1842,960,10,1,1,0
5346,8636,3354,71,7,7,0,0
5347,8639,4477,112,60,12,0,0
5348,8641,2749,154,14,5,0,0
5349,8644,533,6,5,6,0,0
5350,8648,2394,186,12,22,0,0
5351,8646,820,14,12,9,1,0
5352,8651,79555,2014,295,3403,231,35
5353,8650,14272,624,60,225,16,0
5354,8649,3288,84,5,13,0,2
5355,8653,27462,412,40,389,14,2
5356,8652,9873,436,34,41,3,6
5357,8656,7547,689,35,117,5,1
5358,8659,642,19,6,2,0,0
5359,8662,5603,169,24,16,0,2
5360,8658,8007,2504,36,31,2,1
5361,8664,2032,80,4,3,0,0
5362,8666,4146,428,15,47,4,1
5363,8669,2206,70,16,16,1,0
5364,8672,3203,331,8,5,1,0
5365,8673,937,68,9,8,0,5
5366,8670,2248,127,12,13,0,0
5367,8674,1875,90,10,10,2,0
5368,8680,1253,64,5,1,0,0
5369,8676,991,49,3,3,0,0
5370,8677,2430,51,5,11,0,0
5371,8679,6103,215,43,45,1,0
5372,8678,4149,204,20,67,4,3
5373,8681,7041,117,29,35,0,0
5374,8685,1905,109,47,70,4,1
5375,8682,4217,121,14,21,0,0
5376,8684,1332,115,7,14,0,0
5377,8686,2748,237,26,7,0,0
5378,8688,-1,2662,53,187,3,4
5379,8687,2507,151,7,2,0,0
5380,8690,1442,132,5,8,0,0
5381,8698,31666,3773,108,625,28,4
5382,8693,2980,17,10,8,0,2
5383,8695,1115,14,1,1,1,1
5384,8692,21314,4015,32,110,12,3
5385,8699,654,61,5,9,0,0
5386,8700,550,24,5,7,0,1
5387,8701,11785,79,54,61,0,0
5388,8704,4810,100,8,71,0,0
5389,8707,131,796,15,17,0,0
5390,8703,579,8,6,12,1,0
5391,8710,2254,169,7,5,0,0
5392,8709,2829,192,15,3,0,0
5393,8708,812,90,4,3,0,1
5394,8706,1060,28,6,4,1,1
5395,8713,1144,115,9,1,0,0
5396,8719,2926,177,7,28,3,1
5397,8721,2226,68,9,9,0,1
5398,8722,2112,77,12,15,0,0
5399,8727,557,9,2,7,0,0
5400,8729,1718,9,5,15,0,0
5401,8730,1421,176,6,3,0,1
5402,8731,769,11,12,8,0,1
5403,8732,13229,434,63,363,26,9
5404,8736,1579,83,7,15,0,0
5405,8742,1845,47,8,4,1,3
5406,8741,-1,102,16,4,1,0
5407,8734,2245,187,19,26,2,2
5408,8691,5810,310,13,12,0,0
5409,8743,1539,86,16,2,1,0
5410,8738,2421,38,17,24,2,2
5411,8740,38,60,6,2,0,0
5412,8744,12623,95,9,10,0,0
5413,8750,1019,63,11,1,0,0
5414,8749,4361,139,15,18,0,4
5415,8751,2598,26,5,9,0,1
5416,8753,1253,26,10,8,0,1
