,aid,view,danmaku,reply,favorite,coin,share
3416,5512,-1,6,5,12,0,0
3417,5511,970,63,8,8,1,0
3418,5516,954,22,12,16,0,0
3419,5521,755,54,10,9,1,0
3420,5515,27560,525,136,544,24,10
3421,5520,792,14,6,6,0,0
3422,5514,-1,361,28,111,5,0
3423,5518,2389,6,4,12,0,0
3424,5519,5423,116,17,45,8,1
3425,5527,117,108,3,8,2,0
3426,5522,126023,4303,510,1010,206,104
3427,5524,1277,20,6,7,0,0
3428,5523,2094,102,11,30,3,1
3429,5526,2916,31,10,12,0,0
3430,5525,-1,206,39,41,16,1
3431,5529,1888,7,4,10,1,0
3432,5531,7793,433,32,75,3,0
3433,5534,1893,21,6,3,1,0
3434,5532,1127,52,7,45,1,1
3435,5537,12449,169,14,143,5,1
3436,5542,1409,16,10,7,0,0
3437,5541,1948,91,10,10,1,0
3438,5539,9748,205,12,39,6,0
3439,5543,2214,284,15,4,0,0
3440,5546,1032,231,13,10,1,0
3441,5551,55713,3190,117,1303,142,29
3442,5553,1799,86,15,5,0,0
3443,5547,17876,851,13,16,15,1
3444,5545,7850,0,14,9,0,0
3445,5544,140519,3122,478,2229,27,99
3446,5550,34114,3351,47,13,8,1
3447,5563,1047,60,5,19,0,0
3448,5562,516,1,1,3,0,0
3449,5567,1347,11,8,55,4,1
3450,5566,4311,1094,19,7,0,0
3451,5561,60,164,4,6,0,1
3452,5573,396,8,3,4,0,0
3453,5576,512,5,2,6,0,0
3454,5575,19588,39,173,372,29,4
3455,5578,734,5,3,12,1,0
3456,5585,30765,850,189,1681,138,30
3457,5583,23008,961,33,281,2,0
3458,5584,174600,5562,149,1834,54,33
3459,5577,13978,424,108,156,10,0
3460,5579,16,6,3,4,0,1
3461,5590,1648,67,12,9,1,0
3462,5587,-1,2092,150,3443,85,365
3463,5588,2531,144,20,14,1,0
3464,5592,2193,43,12,12,1,1
3465,5586,2470,4218,163,1119,31,2
3466,5589,3842,109,15,16,0,0
3467,5594,11862,281,120,42,20,0
3468,5593,-1,40,8,3,0,1
3469,5595,9352,38,5,50,0,0
3470,5597,11944,409,11,40,2,2
3471,5599,-1,29,17,16,3,0
3472,5600,1595,94,12,2,0,0
3473,5598,-1,28,4,4,0,0
3474,5602,1282,17,7,2,0,0
3475,5601,-1,73,9,18,2,0
3476,5603,4115,213,15,62,3,2
3477,5605,3258,140,14,14,0,0
3478,5606,827,48,11,20,1,0
3479,5609,2992,71,14,35,0,1
3480,5617,457,92,19,176,1,6
3481,5613,46333,788,105,301,17,9
3482,5614,1044,29,6,8,0,1
3483,5608,-1,3186,88,1493,177,11
3484,5616,1410,22,10,12,1,0
3485,5611,10952,189,17,92,24,1
3486,5610,426,17,2,1,0,0
3487,5620,1708,212,4,2,0,1
3488,5612,929,17,2,2,0,0
3489,5615,9619,500,17,4,0,2
3490,5618,91,169,23,23,0,0
3491,5621,3412,234,14,35,4,0
3492,5619,3104,114,8,7,0,0
3493,5622,4020,371,36,20,0,3
3494,5639,1106,28,4,0,0,0
3495,5642,16442,4532,34,41,3,1
3496,5644,18503,917,37,290,9,2
3497,5641,3504,25,8,26,1,1
3498,5651,7796,325,39,136,11,1
3499,5646,3099,162,19,30,3,1
3500,5649,1034,14,11,16,1,0
3501,5653,7,17,10,8,0,0
3502,5652,978,5,4,12,0,0
3503,5643,16457,235,55,796,123,39
3504,5658,722,10,2,12,0,0
3505,5659,465,36,5,5,0,0
3506,5660,112151,467,95,363,17,6
3507,5661,780,14,8,5,2,1
3508,5668,488,11,0,1,0,0
3509,5671,19041,540,33,208,6,1
3510,5667,1121,208,12,7,0,0
3511,5670,2603,42,9,15,2,1
3512,5674,662,14,5,11,0,0
3513,5672,1627,69,7,3,0,0
3514,5673,1591,24,4,2,0,0
3515,5677,-1,1109,12,21,4,0
3516,5682,1034,51,3,5,0,1
3517,5680,73,126,4,9,0,1
3518,5676,14972,810,44,49,1,0
3519,5678,1459,38,21,3,0,0
3520,5679,-1,607,115,149,0,2
3521,5693,326927,31763,2019,16310,2037,2804
3522,5689,2921,52,7,28,2,0
3523,5690,1061,25,2,10,1,0
3524,5694,811,12,3,5,0,0
3525,5695,1380,178,6,1,0,0
3526,5699,1175,13,4,17,1,0
3527,5696,23832,801,23,60,4,2
3528,5697,1153,22,4,0,0,0
3529,5701,69,4,2,4,0,0
3530,5700,651,9,2,5,0,0
3531,5703,3037,110,7,42,3,3
3532,5702,707,12,1,5,0,0
3533,5707,825,1,3,2,0,0
3534,5709,1007,20,3,17,0,1
3535,5704,787,42,2,3,1,0
3536,5708,139,80,11,4,0,1
3537,5711,1692,159,3,15,1,0
3538,5717,1429,46,3,3,0,0
3539,5718,729,115,2,5,1,0
3540,5723,9,7,2,4,0,0
3541,5715,1636,64,4,4,2,1
3542,5722,1923,24,2,14,0,0
3543,5716,805,214,5,5,1,0
3544,5721,1081,11,2,10,0,1
3545,5714,3275,120,3,3,1,0
3546,5719,20575,1027,152,780,125,22
3547,5725,11980,376,7,229,2,1
3548,5727,2766,37,8,55,1,0
3549,5730,1467,20,1,2,0,0
3550,5729,47,38,12,38,0,0
3551,5726,2563,59,9,87,3,2
3552,5728,205318,5791,752,5678,422,40
3553,5737,7121,432,20,198,6,2
3554,5732,611,6,1,4,0,0
3555,5731,5425,100,7,73,10,3
3556,5733,2616,265,1,5,0,1
3557,5742,1784,144,8,23,0,1
3558,5741,10358,105,43,156,7,2
3559,5735,11179,287,8,44,11,5
3560,5736,3117,114,11,46,0,0
3561,5746,557,8,1,4,2,0
3562,5747,475,7,0,5,1,0
3563,5749,1692,30,9,7,0,1
3564,5750,2903,38,5,9,4,0
3565,5752,3918,558,7,8,0,0
3566,5757,1930,8,4,9,0,0
3567,5755,526,6,2,7,1,0
3568,5754,478,10,4,4,0,0
3569,5753,56,9,1,4,0,0
3570,5756,591,2,1,4,1,0
3571,5758,16352,1531,51,414,14,11
3572,5759,1485,83,3,9,0,0
3573,5764,1882,330,1,3,0,0
3574,5765,1581,58,7,12,0,0
3575,5768,511,25,2,5,1,0
3576,5766,12717,383,11,72,3,8
3577,5769,482,187,10,58,7,4
3578,5771,489,10,5,3,0,0
3579,5770,1330,26,7,13,0,0
3580,5777,143,78,6,10,0,0
3581,5773,1517,17,2,1,0,0
3582,5772,3091,76,2,5,0,1
3583,5776,1845,23,9,30,4,0
3584,5783,2592,0,21,12,1,0
3585,5780,2522,62,6,15,0,1
3586,5782,9672,319,29,224,4,2
3587,5795,1236,32,14,5,0,0
3588,5784,827,18,1,6,0,0
3589,5789,331,889,26,55,2,0
3590,5791,2704,35,2,31,2,0
3591,5787,15217,206,22,230,18,3
3592,5800,4130,20,3,3,0,0
3593,5794,42930,1981,124,503,50,16
3594,5799,3819,766,39,12,14,0
3595,5793,9276,277,44,156,22,2
3596,5785,1667,30,6,5,1,0
3597,5788,1314,11,1,7,0,1
3598,5796,15118,234,45,712,26,10
3599,5801,11474,227,4,15,0,1
3600,5805,4794,117,12,19,0,0
3601,5807,94,7,1,1,0,0
3602,5803,9321,183,6,92,2,0
3603,5809,98038,4920,137,2187,185,47
3604,5811,3659,61,2,7,0,0
3605,5814,5425,115,44,153,20,4
3606,5816,1374,78,3,2,0,0
3607,5813,61196,946,482,1924,237,21
3608,5818,70,115,13,3,0,0
3609,5815,1569,44,2,1,0,0
3610,5822,2577,121,3,14,0,0
3611,5817,5069,233,3,9,1,1
3612,5825,65313,1101,208,1671,111,62
3613,5824,7683,724,16,75,0,1
3614,5827,4341,330,7,5,0,0
3615,5829,809,1338,35,85,4,5
3616,5821,1195,25,5,5,1,0
3617,5832,472,2,1,3,0,1
3618,5833,1251,28,2,5,0,1
3619,5831,107085,3785,41,135,17,1
3620,5834,8832,1138,11,73,6,3
3621,5839,62841,513,22,152,4,9
3622,5837,21838,302,44,289,7,0
3623,5841,1064,27,1,7,0,0
3624,5840,50,5,3,1,0,2
3625,5838,1452,78,1,4,0,0
3626,5842,56563,1127,232,2169,160,51
3627,5845,987,48,1,2,0,0
3628,5846,15077,1056,7,13,0,0
3629,5844,1504,52,4,20,0,0
3630,5853,953,31,5,8,0,0
3631,5847,717,11,3,5,0,0
3632,5848,1938,95,3,0,0,2
3633,5854,2039,30,3,13,0,3
3634,5849,325,11,4,11,0,0
3635,5855,1168,37,5,8,0,5
3636,5858,1714,53,3,8,0,0
3637,5852,2007,7,1,2,0,0
3638,5851,17079,141,6,12,0,0
3639,5862,5676,641,18,55,1,1
3640,5863,3589,197,12,43,1,1
3641,5869,930,29,4,4,0,0
3642,5867,1568,51,4,1,0,0
3643,5861,160839,8958,287,1303,159,39
3644,5866,5873,575,79,357,7,1
3645,5870,1169,144,7,3,0,0
3646,5872,3289,72,5,1,1,0
3647,5871,6715,406,14,15,0,1
3648,5874,10859,173,4,24,0,0
3649,5868,2360,99,1,16,0,0
3650,5883,54507,1189,172,569,47,11
3651,5876,2832,54,5,1,0,1
3652,5878,63359,7027,284,1313,96,20
3653,5881,26458,690,44,321,18,13
3654,5894,3485,184,15,31,4,0
3655,5893,63,27,2,9,3,0
3656,5903,1490,130,3,3,0,0
3657,5889,16002,154,39,461,34,3
3658,5908,231786,14918,420,2845,240,134
3659,5901,3816,146,6,8,0,0
3660,5892,35402,5229,193,521,49,17
3661,5902,822,31,5,1,0,0
3662,5897,2112,50,14,6,0,0
3663,5907,1673,214,5,5,0,1
3664,5900,1084,5,5,12,1,0
3665,5905,908,71,9,2,2,0
3666,5904,6390,154,32,71,2,0
3667,5910,674,82,2,7,0,0
3668,5911,374,15,1,4,0,0
3669,5912,493,11,1,2,0,0
3670,5914,18948,427,87,188,11,5
3671,5919,119121,3844,46,82,75,3
3672,5913,4441,822,13,34,0,0
3673,5916,1649,144,16,180,10,3
3674,5922,1855,54,6,0,0,0
3675,5925,641,87,1,15,0,0
3676,5917,1237,56,2,2,0,1
3677,5923,4063,101,4,11,0,0
3678,5918,1480,68,6,3,0,0
3679,5921,18018,2654,66,151,0,0
3680,5920,1099,51,9,3,0,1
3681,5928,691,1,4,3,0,0
3682,5932,30932,1112,11,31,1,0
3683,5927,1502,10,2,2,0,1
3684,5937,8811,319,75,448,49,14
3685,5924,8774,245,5,214,4,3
3686,5935,2244,67,7,2,0,1
3687,5938,1145,32,18,7,0,0
3688,5940,82378,182,140,106,85,13
3689,5944,93397,15472,191,1657,138,15
3690,5941,1111,30,4,2,0,0
3691,5945,7701,162,19,220,30,12
3692,5947,6026,232,13,41,0,1
3693,5943,13909,289,12,262,6,3
3694,5950,1188,53,4,4,0,1
3695,5948,3622,561,3,4,0,1
3696,5949,5764,457,24,11,1,1
3697,5956,20421,1321,30,180,23,25
3698,5953,1869,96,31,188,11,18
3699,5951,2775,340,9,15,0,0
3700,5958,2614,73,5,13,1,1
3701,5955,26492,2048,16,95,6,12
3702,5960,4517,502,20,53,3,1
3703,5957,1343,369,4,11,1,0
3704,5959,1614,73,5,9,1,0
3705,5952,6673,1023,22,15,0,1
3706,5966,4971,3371,13,22,0,0
3707,5962,14,100,16,17,0,0
3708,5967,8140,308,36,115,7,2
3709,5965,555,14,1,1,0,0
3710,5970,4060,25,8,32,3,1
3711,5969,35831,1322,18,35,15,0
3712,5972,981,609,4,7,0,0
3713,5975,15703,348,18,319,29,2
3714,5977,2616,21,5,8,0,0
3715,5976,5424,236,13,50,0,0
3716,5980,4265,450,24,57,1,1
3717,5979,7652,817,8,92,0,1
3718,5981,233,75,5,4,0,0
3719,5986,830,133,4,5,0,0
3720,5992,984,66,3,15,1,0
3721,5978,429,6,4,5,0,0
3722,5985,3505,164,4,6,1,0
3723,5991,1576,202,4,9,0,0
3724,5990,1043,12,4,7,0,0
3725,5988,17785,414,19,52,2,7
3726,5993,919,19,4,10,0,0
3727,5113,6959,300,50,70,2,1
3728,5997,-1,193,20,41,2,0
3729,5998,835,21,7,24,2,0
3730,5994,38530,2598,131,489,62,39
3731,5995,-1,71,6,17,2,0
3732,6004,5656,117,4,51,3,1
3733,6007,2806,121,5,1,0,0
3734,6012,3504,349,10,8,0,1
3735,6013,1567,48,11,32,1,1
3736,6018,1952,142,4,20,1,0
3737,6015,1732,60,21,17,4,0
3738,6020,4364,312,11,10,2,0
3739,6022,689,39,4,13,0,0
3740,6016,344,4,1,1,0,0
3741,6019,2868,696,12,20,1,0
3742,6024,839,6,3,7,1,1
3743,6037,-1,12,5,7,2,0
3744,6023,1005,3,3,23,1,1
3745,6026,1814,63,6,40,3,0
3746,6036,5982,105,8,11,0,0
3747,6033,3250,103,8,18,1,0
3748,6035,2924,110,15,6,0,1
3749,6025,6762,11,12,45,1,1
3750,6030,77604,1074,166,1542,117,144
3751,6039,376,89,4,9,1,1
3752,6041,1292,12,2,3,0,0
3753,6040,1400,82,6,4,4,1
3754,6002,2949,219,5,1,0,1
3755,6034,5334,245,6,11,0,0
3756,6021,13484,415,56,321,25,5
3757,6043,5854,127,17,176,4,3
3758,6042,719,42,4,20,0,0
3759,6045,7820,302,14,31,3,1
3760,6050,756,16,5,1,0,0
3761,6054,172,734,26,9,0,0
3762,6053,2265,120,9,14,2,1
3763,6052,-1,2738,20,27,2,0
3764,6057,981,13,2,4,0,0
3765,6056,1406,34,9,6,0,0
3766,6055,1268,74,6,8,0,3
3767,6059,1457,41,3,1,0,0
3768,6066,13822,1484,31,225,0,2
3769,6048,12757,261,15,214,8,9
3770,6061,4909,265,8,25,1,0
3771,6058,6203,401,11,23,0,3
3772,6067,953,24,2,6,0,0
3773,6062,331,257,9,7,0,2
3774,6073,5649,302,10,36,0,0
3775,6065,539,11,2,1,0,0
3776,6069,77233,4812,431,2135,169,96
3777,6068,46685,2492,75,540,17,26
3778,6070,7936,522,5,48,0,1
3779,6071,891,71,23,207,11,1
3780,6074,3972,100,6,11,0,1
3781,6072,583,45,4,15,0,0
3782,6077,742,15,1,5,1,0
3783,6064,38109,1579,81,823,29,15
3784,6078,490,7,0,3,0,0
3785,6076,3944,53,3,6,0,0
3786,6079,706,9,1,3,1,0
3787,6080,166,266,4,3,0,0
3788,6082,2852,98,10,55,9,1
3789,6085,-1,397,8,68,2,1
3790,6084,3407,62,1,6,0,0
3791,6087,7088,388,8,5,0,0
3792,6086,2671,279,13,1,0,0
3793,6089,1588,11,2,5,0,1
3794,6091,943,27,2,7,0,0
3795,6096,10075,158,17,165,12,3
3796,6097,2066,76,13,10,0,0
3797,6095,104,97,10,1,0,0
3798,6098,3783,221,8,17,1,2
3799,6099,73208,525,104,1169,56,55
3800,6103,2910,92,9,13,0,0
3801,6094,2956,140,4,16,0,1
3802,6101,2874,465,6,23,6,7
3803,6104,503,440,23,99,5,3
3804,6100,2055,328,14,22,0,0
3805,6102,5038,247,28,29,1,0
3806,6106,18973,3030,116,189,8,1
3807,6105,14157,398,23,141,9,8
3808,6108,4769,130,12,15,1,1
3809,6111,9217,297,16,12,2,0
3810,6117,1271,27,4,3,0,0
3811,6120,4835,264,7,22,0,0
3812,6121,26452,936,121,590,36,5
3813,6126,486,25,2,1,0,1
3814,6131,3069,10,1,3,0,0
3815,6127,6667,429,21,153,14,7
3816,6133,2664,249,14,6,0,0
3817,6128,2861,269,15,5,0,1
3818,6137,1673,54,2,1,0,0
3819,6122,4492,153,3,9,1,1
3820,6136,962,31,4,3,0,1
3821,6130,1942,109,3,3,0,0
3822,6140,4285,258,33,11,0,1
3823,6138,834,31,2,13,0,1
3824,6141,11291,1036,14,55,1,4
3825,6145,25,86,12,5,0,0
3826,6146,4186,48,5,3,0,0
3827,6144,1944,60,9,1,0,0
3828,6142,12037,961,14,16,6,0
3829,6148,1578,125,3,1,0,0
3830,6151,8034,368,24,107,7,2
3831,6149,16107,511,38,143,11,3
3832,6135,3116,6872,330,1765,101,12
3833,6143,6538,257,20,40,0,1
3834,6157,20100,419,64,67,20,11
3835,6155,4370,476,19,13,0,1
3836,6161,3206,117,17,35,1,0
3837,6165,2462,33,5,1,0,0
3838,6163,3709,904,16,9,0,1
3839,6170,5136,145,30,32,5,2
3840,6164,64,61,5,4,0,0
3841,6169,1745,123,8,1,0,0
3842,6172,5044,413,13,13,0,0
3843,6156,2313,89,8,10,0,0
3844,6168,2371,77,10,3,0,0
3845,6176,8643,550,11,4,0,0
3846,6181,987,93,2,1,0,0
3847,6179,778,16,1,6,0,1
3848,6173,917,31,3,3,0,0
3849,6171,3,38,4,1,0,0
3850,6178,1114,81,16,3,0,0
3851,6185,70,159,10,10,2,0
3852,6187,2123,95,16,7,0,1
3853,6188,2853,60,10,5,0,0
3854,6193,2142,12,2,8,0,0
3855,6194,476,5,2,6,0,0
3856,6198,806,11,1,6,1,0
3857,6197,619,10,1,5,0,1
3858,6191,3456,162,17,14,0,0
3859,6200,1408,62,8,3,0,0
3860,6192,39,8,4,11,1,1
3861,6202,1029,197,7,4,0,0
3862,6199,947,52,3,24,1,0
3863,6208,30034,1284,58,314,26,1
3864,6213,2306,187,7,32,0,0
3865,6210,23149,1090,46,128,6,4
3866,6214,21286,857,93,416,3,1
3867,6212,1904,128,9,18,0,1
3868,6217,112261,2056,98,143,35,2
3869,6221,13490,1055,79,119,4,0
3870,6219,40,13,2,6,0,0
3871,6222,3948,222,4,19,1,0
3872,6225,14253,2692,35,32,0,1
3873,6218,1088,23,2,1,0,1
3874,6220,65115,2481,106,879,167,3
3875,6224,4236,240,13,8,0,0
3876,6229,16975,774,72,100,3,3
3877,6231,6383,181,7,154,3,3
3878,6228,720,16,4,9,1,0
3879,6234,28145,204,16,139,9,10
3880,6230,3620,930,10,31,2,0
3881,6240,2048,418,12,30,2,2
3882,6237,727,6,2,3,0,1
3883,6242,4386,476,11,16,1,3
3884,6239,4547,333,14,47,4,6
3885,6241,3484,405,18,18,0,0
3886,6246,73,475,8,1,0,0
3887,6249,62631,2619,53,158,35,16
3888,6243,2001,207,13,4,0,0
3889,6253,9762,498,35,40,1,3
3890,6257,144978,5861,81,561,95,69
3891,6261,5623,219,21,54,2,2
3892,6262,2168,68,12,6,0,0
3893,6263,2464,99,9,36,0,1
3894,6265,7618,2976,35,23,0,0
3895,6268,1090,36,4,6,0,0
3896,6267,14,46,1,9,1,0
3897,6264,3057,26,11,43,5,0
3898,6255,27821,294,72,173,72,6
3899,6273,3686,228,13,14,0,0
3900,6269,6713,123,11,16,1,0
3901,6274,5281,97,18,24,0,1
3902,6270,1128,50,8,8,1,0
3903,6279,1716,137,12,15,0,0
3904,6275,1479,61,8,3,0,1
3905,6277,5144,119,11,36,5,7
3906,6284,18923,2998,122,281,0,0
3907,6287,1139,51,7,14,2,0
3908,6286,5434,187,12,42,1,1
3909,6288,549,25,1,9,0,0
3910,6295,2178,517,11,5,0,0
3911,6296,1924,255,11,2,0,0
3912,6294,1222,75,16,6,0,0
3913,6290,2290,51,6,7,0,0
3914,6304,24016,1102,10,24,5,0
3915,6307,80621,970,133,969,48,8
3916,6311,16504,350,40,271,11,4
3917,6315,3638,141,9,27,0,1
3918,6310,1410,575,7,3,0,0
3919,6308,8099,407,36,100,0,3
3920,6318,1088,15,10,7,0,1
3921,6314,9478,119,12,62,4,1
3922,6282,2115,120,6,8,0,1
3923,6317,98,72,2,4,0,0
3924,6319,37,25,6,9,1,0
3925,6313,26440,701,73,251,23,4
3926,6300,7297,243,33,88,8,1
3927,6305,26948,1009,182,554,65,8
3928,6303,6708,77,18,14,0,2
3929,6330,700,8,3,1,0,0
3930,6329,4796,494,6,31,2,2
3931,6320,498,32,1,2,0,0
3932,6334,3736,402,17,7,0,3
3933,6331,3375,119,17,3,0,0
3934,6324,5129,30,124,7,2,1
3935,6325,1585,92,8,42,5,0
3936,6335,101290,3643,52,474,25,9
3937,6339,1158,32,4,19,1,0
3938,6332,832,11,3,6,0,1
3939,6333,22828,1022,78,287,3,1
3940,6337,2971,131,10,37,2,2
3941,6338,3460,208,29,74,2,1
3942,6341,15171,785,41,65,0,1
3943,6348,43063,3091,81,1536,171,43
3944,6336,95586,1080,68,400,49,23
3945,6347,1316,119,2,1,0,0
3946,6350,34321,1076,65,531,24,19
3947,6346,646,11,5,1,0,0
3948,6340,2093,42,14,22,0,3
3949,6344,56,1437,38,40,0,0
3950,6353,1057,22,3,4,0,0
3951,6343,925,42,5,6,1,1
3952,6352,1870,46,2,22,3,0
3953,6345,826,326,1,2,0,1
3954,6363,17526,1168,144,403,51,33
3955,6366,6618,228,16,10,0,0
3956,6354,10504,224,18,86,17,3
3957,6370,228,261,35,42,1,1
3958,6355,5303,166,12,46,2,1
3959,6367,975,21,6,6,0,0
3960,6365,10395,546,97,122,6,2
3961,6372,219,411,14,88,5,0
3962,6371,1436,73,3,0,0,0
3963,6378,872,34,5,1,0,1
3964,6384,611,19,7,2,0,0
3965,6387,1386,28,2,1,0,0
3966,6389,1878,50,14,33,9,0
3967,6374,3945,156,15,56,4,1
3968,6382,436,5,2,3,0,0
3969,6377,5826,265,33,426,31,24
3970,6375,1014,87,7,20,1,0
3971,6381,10766,643,36,87,5,1
3972,6385,909,12,5,1,2,0
3973,6376,16426,679,41,245,14,3
3974,6395,3406,294,8,8,0,3
3975,6398,3199,463,15,43,4,0
3976,6373,35530,193,62,658,6,3
3977,6402,2555,221,27,22,1,0
3978,6393,4260,438,15,41,1,0
3979,6379,2635,102,4,8,4,2
3980,6388,1808,35,9,23,1,0
3981,6390,2224,85,18,3,0,0
3982,6392,93,760,28,37,1,1
3983,6401,4200,70,6,15,0,0
3984,6396,4417,168,24,73,3,1
3985,6394,3264,136,6,4,0,0
3986,6397,1031,27,6,7,0,0
3987,6391,-1,1135,190,772,9,3
3988,6404,7251,297,20,82,2,2
3989,6417,763,31,8,3,0,0
3990,6414,2505,45,7,45,4,0
3991,6409,513,25,6,6,1,0
3992,6405,16857,2059,35,41,7,2
3993,6419,54,74,16,59,1,0
3994,6413,27363,567,119,601,57,33
3995,6425,4840,124,6,11,0,0
3996,6440,894,300,7,6,0,0
3997,6424,711,11,3,2,1,1
3998,6422,36813,704,50,189,3,3
3999,6436,2000,230,6,1,0,0
4000,6431,4350,100,10,4,0,0
4001,6420,34082,1538,57,40,17,0
4002,6430,5190,212,15,9,1,0
4003,6423,16695,1109,55,142,15,26
4004,6416,2681,60,14,42,7,0
4005,6421,640,131,14,46,6,1
4006,6445,2532,776,9,6,0,0
4007,6439,49959,3129,257,413,53,201
4008,6454,4049,118,8,42,3,0
4009,6441,1673,268,5,2,0,1
4010,6449,739,12,4,3,1,1
4011,6446,147,156,9,12,1,0
4012,6429,14160,549,28,103,1,11
4013,6437,4041,100,31,45,0,0
4014,6455,2366,124,15,24,1,0
4015,6442,8,36,11,2,0,0
4016,6457,4916,560,4,14,0,0
4017,6448,600,97,3,0,0,0
4018,6451,61540,3843,335,1596,139,48
4019,6463,9116,3951,44,922,53,33
4020,6460,5473,444,29,17,0,0
4021,6462,3913,46,18,143,11,3
4022,6452,1148,68,5,2,1,0
4023,6459,3185,208,36,56,4,1
4024,6456,2822,77,10,32,5,0
4025,6453,795,15,4,9,0,0
4026,6461,8058,358,26,250,15,3
4027,6469,7386,72,12,95,7,3
4028,6468,1218,32,4,6,0,1
4029,6473,2098,104,20,24,0,0
4030,6478,3596,76,7,14,0,0
4031,6474,1378,31,6,18,1,0
4032,6470,20907,1434,42,100,8,0
4033,6480,9043,76,14,66,0,0
4034,6476,1358,126,10,5,0,0
4035,6477,2068,92,106,12,2,1
4036,6483,2726,140,8,24,3,0
4037,6475,1250,17,2,1,0,0
4038,6496,986,25,1,2,0,0
4039,6493,3207,141,16,52,0,1
4040,6504,1616,14,1,2,1,0
4041,6506,-1,116,2,46,5,0
4042,6485,2021,459,7,4,0,0
4043,6501,1061,620,14,7,0,0
4044,6497,5449,156,33,27,0,0
4045,6488,12066,61,6,12,1,0
4046,6490,373,70,17,31,1,0
4047,6495,147,90,10,14,3,0
4048,6484,1541,69,4,10,0,0
4049,6505,1521,469,8,1,2,0
4050,6498,4664,181,36,30,2,0
4051,6516,277,85,16,81,6,1
4052,6517,4874,169,13,24,1,0
4053,6524,2272,160,8,9,0,0
4054,6513,-1,129,23,32,2,1
4055,6509,5422,463,17,16,0,0
4056,6487,134856,2958,740,4210,423,321
4057,6508,4987,114,2,1,0,0
4058,6510,5540,88,2,3,0,0
4059,6494,3352,58,9,59,7,0
4060,6503,2899,408,15,6,0,0
4061,6519,828,32,4,11,4,0
4062,6529,3151,170,13,15,1,1
4063,6512,675,4,1,4,0,1
4064,6527,5202,444,10,9,1,0
4065,6520,2101,79,12,15,1,0
4066,6530,10052,183,13,52,2,1
4067,6518,200,49,4,18,0,1
4068,6523,1031,15,6,1,0,1
4069,6526,2619,45,6,11,0,0
4070,6532,3490,492,21,27,0,0
4071,6528,970162,21569,548,13920,262,335
4072,6536,4992,143,17,7,1,0
4073,6531,573,0,4,1,0,1
4074,6544,8158,576,29,36,1,0
4075,6543,1545,18,5,6,1,2
4076,6549,3271,92,10,28,0,1
4077,6546,1387,75,6,4,0,0
4078,6539,-1,2507,522,753,4,4
4079,6547,4421,157,26,13,0,0
4080,6548,2477,371,12,2,0,0
4081,6557,4584,1811,16,8,1,0
4082,6564,2658,97,4,27,2,10
4083,6554,58,142,5,4,0,1
4084,6540,285,238,57,54,0,0
4085,6550,1715,109,6,7,1,2
4086,6552,7108,325,17,27,1,0
4087,6556,4764,165,11,5,0,0
4088,6560,18056,784,73,145,17,3
4089,6561,1006,70,7,1,0,0
4090,6572,3283,147,17,53,0,0
4091,6558,-1,1326,33,14,1,1
4092,6581,651,12,4,9,0,1
4093,6582,762,18,3,6,0,0
4094,6587,5142,44,8,13,1,0
4095,6577,1008,57,5,1,1,1
4096,6583,1557,239,7,2,0,0
4097,6590,2047,28,5,14,2,2
4098,6580,44,466,11,11,0,0
4099,6570,5731,832,10,14,0,1
4100,6578,242,141,13,18,2,3
4101,6579,3011,307,11,6,1,0
4102,6592,5502,101,3,140,6,1
4103,6594,555,109,28,69,2,1
4104,6588,13944,296,9,294,6,34
4105,6591,8543,175,25,295,6,0
4106,6593,16261,461,44,123,6,0
4107,6595,632,9,3,9,0,0
4108,6598,2747,1057,20,16,0,0
4109,6589,5109,78,9,37,6,3
4110,6600,837,20,3,8,0,0
4111,6602,3736,126,21,19,4,0
4112,6599,649,10,2,0,0,0
4113,6607,4823,161,15,8,0,1
4114,6604,57735,2130,144,880,27,9
4115,6611,1376,207,16,27,3,0
4116,6609,2569,247,4,38,1,0
4117,6608,4012,120,7,9,0,0
4118,6618,3603,237,11,10,0,0
4119,6605,25202,479,90,1114,64,11
4120,6615,1183,129,9,1,0,0
4121,6610,3049,20,7,23,1,1
4122,6612,2513,104,8,27,1,1
4123,6614,1278,42,6,6,2,0
4124,6613,306,152,64,55,2,1
4125,6623,4973,179,16,78,3,0
4126,6628,4849,30,4,32,2,2
4127,6626,3627,207,19,14,1,0
4128,6624,1052,160,10,1,0,0
4129,6622,64,290,14,15,0,1
4130,6637,1402,177,3,5,1,0
4131,6640,30297,18794,199,2474,131,16
4132,6642,5022,110,8,130,5,2
4133,6641,600,7,7,4,0,0
4134,6649,7040,359,26,249,10,3
4135,6653,52,63,5,3,0,0
4136,6648,1366,115,11,2,1,0
4137,6638,3200,218,2,8,0,0
4138,6654,78241,4541,180,2606,194,236
4139,6656,873,8,2,1,0,0
4140,6663,16176,646,102,168,11,20
4141,6661,983,693,82,413,8,7
4142,6662,3697,119,13,7,0,0
4143,6660,731,32,3,1,0,0
4144,6657,2435,23,9,52,6,1
4145,6664,2827,182,18,17,1,0
4146,6652,1542,11,5,17,0,3
4147,6670,8968,141,41,220,27,13
4148,6666,21482,229,358,123,15,6
4149,6659,698,30,6,8,0,0
4150,6665,109,64,15,28,3,1
4151,6669,911,40,5,1,0,0
4152,6667,6759,549,27,50,1,0
4153,6676,1655,66,10,5,0,0
